"event_cohort_name1","event_cohort_name2","event_cohort_name3","event_cohort_name4","index_year","freq"
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2010,2
"rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2014,2
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2016,2
"rivastigmine","galantamine+rivastigmine",NA,NA,2015,4
"memantine+rivastigmine",NA,NA,NA,2019,9
"memantine",NA,NA,NA,1995,1
"memantine","donepezil+memantine",NA,NA,2017,10
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2007,4
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2006,1
"memantine","donepezil+memantine",NA,NA,2019,7
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2008,4
"memantine","donepezil+memantine",NA,NA,2006,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2013,3
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2008,4
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2015,1
"galantamine+rivastigmine",NA,NA,NA,2019,1
"donepezil","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2017,1
"donepezil","donepezil+galantamine",NA,NA,2020,1
"donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,NA,2012,1
"donepezil",NA,NA,NA,1993,2
"donepezil+galantamine",NA,NA,NA,2015,3
"donepezil+memantine+rivastigmine",NA,NA,NA,2015,1
"donepezil+rivastigmine",NA,NA,NA,2011,3
"rivastigmine","galantamine+rivastigmine",NA,NA,2013,3
"donepezil","donepezil+memantine","donepezil+galantamine+memantine",NA,2015,1
"galantamine+memantine",NA,NA,NA,2014,3
"donepezil","donepezil+memantine",NA,NA,1999,7
"donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2012,1
"galantamine+rivastigmine",NA,NA,NA,2001,1
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2012,3
"galantamine",NA,NA,NA,1999,12
"galantamine","galantamine+rivastigmine",NA,NA,2007,9
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2015,1
"memantine+rivastigmine",NA,NA,NA,2010,4
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2004,3
"galantamine","galantamine+rivastigmine",NA,NA,2018,5
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2008,6
"galantamine","galantamine+rivastigmine",NA,NA,2011,5
"donepezil+memantine",NA,NA,NA,2006,3
"donepezil+galantamine",NA,NA,NA,2014,8
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2012,2
"donepezil+galantamine",NA,NA,NA,2003,3
"donepezil","donepezil+memantine","donepezil+galantamine+memantine",NA,2002,1
"galantamine","galantamine+rivastigmine",NA,NA,2002,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2008,2
"donepezil",NA,NA,NA,1995,5
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2015,1
"memantine","donepezil+memantine",NA,NA,2002,2
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2005,1
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2001,4
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2005,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2008,1
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2004,1
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2009,9
"memantine","galantamine+memantine",NA,NA,2013,1
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2002,4
"rivastigmine","galantamine+rivastigmine",NA,NA,2000,5
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2012,6
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2016,5
"galantamine","galantamine+memantine","donepezil+galantamine+memantine",NA,2009,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2015,5
"donepezil+memantine",NA,NA,NA,2007,5
"donepezil+memantine",NA,NA,NA,2005,3
"donepezil+galantamine",NA,NA,NA,2019,5
"donepezil+galantamine",NA,NA,NA,2010,2
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2009,1
"rivastigmine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2005,1
"donepezil+rivastigmine",NA,NA,NA,2007,1
"rivastigmine","donepezil+rivastigmine",NA,NA,2017,3
"memantine","memantine+rivastigmine",NA,NA,2016,5
"galantamine+memantine",NA,NA,NA,2006,2
"rivastigmine","memantine+rivastigmine",NA,NA,2002,3
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,1998,2
"rivastigmine","memantine+rivastigmine",NA,NA,2001,2
"rivastigmine","memantine+rivastigmine",NA,NA,2006,5
"memantine",NA,NA,NA,1998,3
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2005,2
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2012,2
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2013,1
"rivastigmine","memantine+rivastigmine",NA,NA,2003,3
"galantamine+memantine",NA,NA,NA,2003,2
"rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2018,1
"galantamine+memantine",NA,NA,NA,2011,2
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2010,5
"donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2015,4
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",2015,2
"galantamine","galantamine+memantine",NA,NA,2001,5
"donepezil","donepezil+memantine+rivastigmine",NA,NA,2018,1
"donepezil+memantine",NA,NA,NA,2009,8
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2001,1
"donepezil+rivastigmine",NA,NA,NA,2013,9
"memantine","galantamine+memantine",NA,NA,2016,2
"memantine+rivastigmine",NA,NA,NA,2012,6
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2015,2
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2012,1
"rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2017,1
"memantine",NA,NA,NA,1999,4
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2018,3
"galantamine","galantamine+memantine",NA,NA,2000,1
"donepezil+galantamine",NA,NA,NA,2004,2
"galantamine","galantamine+memantine","galantamine+memantine+rivastigmine",NA,2007,1
"memantine+rivastigmine",NA,NA,NA,2007,1
"donepezil+galantamine+rivastigmine",NA,NA,NA,2019,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2002,1
"galantamine","galantamine+memantine","donepezil+galantamine+memantine",NA,2018,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2017,1
"rivastigmine","memantine+rivastigmine","donepezil+memantine+rivastigmine",NA,2011,1
"rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2010,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2011,1
"donepezil+rivastigmine",NA,NA,NA,2017,6
"rivastigmine","galantamine+rivastigmine",NA,NA,1998,1
"rivastigmine","memantine+rivastigmine","donepezil+memantine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2017,1
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2004,4
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2004,3
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2004,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2010,3
"galantamine+memantine",NA,NA,NA,2017,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2016,2
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2018,1
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2008,4
"donepezil",NA,NA,NA,1992,2
"donepezil","donepezil+memantine+rivastigmine",NA,NA,2012,1
"memantine","donepezil+memantine",NA,NA,2007,4
"galantamine","donepezil+galantamine",NA,NA,2019,3
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2019,2
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2011,2
"memantine","galantamine+memantine",NA,NA,2005,1
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2010,3
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2015,2
"rivastigmine",NA,NA,NA,1995,1
"galantamine+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2013,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2006,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2010,2
"memantine","galantamine+memantine",NA,NA,2002,2
"donepezil","donepezil+memantine+rivastigmine",NA,NA,2009,1
"donepezil","donepezil+rivastigmine",NA,NA,2000,2
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2011,2
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2009,1
"donepezil+memantine",NA,NA,NA,2016,12
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2009,2
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2003,3
"donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2019,1
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2010,4
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2003,1
"rivastigmine","donepezil+rivastigmine",NA,NA,2016,7
"memantine","donepezil+memantine",NA,NA,2009,4
"memantine+rivastigmine",NA,NA,NA,2017,9
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2011,3
"donepezil+galantamine",NA,NA,NA,2018,5
"donepezil","donepezil+memantine+rivastigmine",NA,NA,2017,1
"galantamine+rivastigmine",NA,NA,NA,2002,1
"galantamine","donepezil+galantamine",NA,NA,2017,4
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2010,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2002,3
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine",NA,2005,4
"rivastigmine",NA,NA,NA,1997,2
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2009,3
"rivastigmine","galantamine+rivastigmine",NA,NA,2004,4
"memantine","galantamine+memantine",NA,NA,2015,1
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2002,1
"galantamine","donepezil+galantamine",NA,NA,2000,2
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2009,1
"galantamine+memantine","galantamine+memantine+rivastigmine",NA,NA,2015,1
"galantamine","donepezil+galantamine",NA,NA,1998,1
"memantine+rivastigmine",NA,NA,NA,2016,3
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2015,1
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2004,1
"donepezil+galantamine",NA,NA,NA,2002,4
"donepezil+galantamine+rivastigmine",NA,NA,NA,2013,2
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2011,5
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2011,1
"memantine+rivastigmine",NA,NA,NA,2001,1
"donepezil+memantine",NA,NA,NA,2002,1
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2012,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2015,1
"memantine","donepezil+memantine",NA,NA,2004,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2013,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2005,1
"memantine","memantine+rivastigmine",NA,NA,2019,2
"galantamine","galantamine+memantine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",2007,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2005,1
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2011,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2001,1
"donepezil+memantine+rivastigmine",NA,NA,NA,2017,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2011,1
"donepezil","donepezil+galantamine",NA,NA,1998,3
"galantamine+memantine",NA,NA,NA,2009,3
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2000,2
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2014,2
"memantine","memantine+rivastigmine",NA,NA,2006,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2004,1
"galantamine+memantine",NA,NA,NA,2019,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2014,1
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2014,1
"rivastigmine","memantine+rivastigmine","galantamine+memantine+rivastigmine",NA,2015,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2001,1
"galantamine+memantine",NA,NA,NA,2005,1
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2007,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2016,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2006,1
"donepezil+rivastigmine",NA,NA,NA,2006,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2015,1
"donepezil","donepezil+rivastigmine",NA,NA,2020,1
"donepezil+galantamine+rivastigmine",NA,NA,NA,2018,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2009,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2013,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2014,1
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2016,1
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2014,2
"donepezil+memantine",NA,NA,NA,2004,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2004,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2009,1
"donepezil","donepezil+memantine","donepezil+galantamine+memantine",NA,2014,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2018,3
"memantine+rivastigmine",NA,NA,NA,2009,2
"rivastigmine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2002,1
"memantine+rivastigmine",NA,NA,NA,2005,1
"donepezil+memantine","donepezil+memantine+rivastigmine",NA,NA,2015,1
"donepezil","donepezil+memantine","donepezil+galantamine+memantine",NA,2016,1
"donepezil","donepezil+galantamine+memantine",NA,NA,2017,1
"galantamine","galantamine+memantine",NA,NA,1997,1
"donepezil","donepezil+memantine",NA,NA,1998,1
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2007,2
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,1999,1
"donepezil+galantamine","donepezil+galantamine+memantine",NA,NA,2006,2
"donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,2014,1
"galantamine+rivastigmine",NA,NA,NA,2018,1
"memantine","donepezil+memantine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",2008,1
"memantine","donepezil+memantine",NA,NA,2008,5
"donepezil","donepezil+galantamine+rivastigmine",NA,NA,2011,1
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2019,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2015,1
"donepezil+memantine",NA,NA,NA,2020,9
"donepezil+galantamine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",NA,2014,1
"donepezil+memantine","donepezil+galantamine+memantine",NA,NA,2011,1
"memantine","donepezil+memantine",NA,NA,2003,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2016,2
"galantamine+rivastigmine",NA,NA,NA,2012,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2013,1
"donepezil","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2019,2
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2002,1
"donepezil+memantine","donepezil+memantine+rivastigmine",NA,NA,2012,1
"memantine","galantamine+memantine",NA,NA,2007,1
"galantamine","donepezil+galantamine+memantine",NA,NA,2008,1
"memantine+rivastigmine",NA,NA,NA,2006,2
"memantine+rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2018,2
"galantamine+rivastigmine",NA,NA,NA,2004,1
"galantamine","donepezil+galantamine","donepezil+galantamine+memantine",NA,2006,1
"donepezil","donepezil+rivastigmine",NA,NA,1998,1
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2017,1
"donepezil+galantamine",NA,NA,NA,2020,1
"rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2011,1
"galantamine+memantine",NA,NA,NA,2007,2
"galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2006,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2012,1
"rivastigmine",NA,NA,NA,1994,1
"donepezil+galantamine",NA,NA,NA,2001,1
"memantine","memantine+rivastigmine",NA,NA,2007,2
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2002,1
"memantine","donepezil+memantine+rivastigmine",NA,NA,2013,1
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",2012,1
"memantine","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2019,1
"rivastigmine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2008,1
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,1999,1
"donepezil+rivastigmine",NA,NA,NA,2005,1
"donepezil+rivastigmine",NA,NA,NA,2010,2
"donepezil","donepezil+memantine","donepezil+galantamine+memantine",NA,2019,1
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2012,1
"galantamine",NA,NA,NA,1996,1
"donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,NA,2017,2
"rivastigmine","memantine+rivastigmine",NA,NA,2000,2
"memantine","donepezil+memantine","donepezil+galantamine+memantine",NA,2009,2
"rivastigmine","memantine+rivastigmine","galantamine+memantine+rivastigmine",NA,2010,1
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2011,1
"rivastigmine",NA,NA,NA,1993,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2012,2
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2000,1
"galantamine","donepezil+galantamine+memantine",NA,NA,2009,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2014,1
"donepezil","donepezil+galantamine",NA,NA,1999,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2018,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2007,1
"galantamine","galantamine+rivastigmine",NA,NA,2016,3
"donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",NA,NA,2014,1
"galantamine","galantamine+memantine","galantamine+memantine+rivastigmine",NA,2009,1
"donepezil","donepezil+galantamine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2012,1
"donepezil","donepezil+galantamine+rivastigmine",NA,NA,2010,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2007,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2001,1
"donepezil+memantine",NA,NA,NA,2003,2
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2010,1
"galantamine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine",NA,2010,1
"galantamine","galantamine+memantine","galantamine+memantine+rivastigmine",NA,2018,1
"donepezil","donepezil+galantamine+rivastigmine",NA,NA,2012,1
"galantamine+memantine",NA,NA,NA,2010,2
"rivastigmine","galantamine+rivastigmine","donepezil+galantamine+rivastigmine","donepezil+galantamine+memantine+rivastigmine",2008,1
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2019,1
"galantamine+memantine","donepezil+galantamine+memantine",NA,NA,2011,1
"rivastigmine","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,2008,1
"memantine","galantamine+memantine",NA,NA,2012,2
"rivastigmine","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2007,1
"donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,NA,2018,1
"memantine","donepezil+memantine","donepezil+memantine+rivastigmine",NA,2010,1
"donepezil","donepezil+galantamine","donepezil+galantamine+memantine","donepezil+galantamine+memantine+rivastigmine",2017,1
"memantine","memantine+rivastigmine",NA,NA,2004,1
"donepezil","donepezil+rivastigmine","donepezil+memantine+rivastigmine",NA,2006,1
"rivastigmine","galantamine+rivastigmine",NA,NA,2019,1
"galantamine+rivastigmine",NA,NA,NA,2016,1
"donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,NA,2014,1
"galantamine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2015,1
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2005,1
"memantine","galantamine+memantine",NA,NA,2003,1
"galantamine+rivastigmine",NA,NA,NA,2008,1
"rivastigmine","galantamine+rivastigmine",NA,NA,1997,1
"donepezil","donepezil+rivastigmine","donepezil+galantamine+rivastigmine",NA,1999,1
"galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,NA,2013,1
"galantamine+memantine",NA,NA,NA,2013,1
"memantine+rivastigmine",NA,NA,NA,2020,1
"memantine","donepezil+memantine",NA,NA,2001,1
"galantamine","donepezil+galantamine","donepezil+galantamine+rivastigmine",NA,2012,1
"rivastigmine","galantamine+rivastigmine","galantamine+memantine+rivastigmine",NA,2010,1
